177901	824307	1	0
41	606809	1	0
38467	47922	1	115
382775	907295	1	0
717325	788434	1	0
4	294189	1	0
2824	19275	1	0
76930	210002	1	0
468491	620966	1	0
162361	422015	1	0
36181	304226	1	0
101489	245344	1	0
54413	380360	1	0
275276	496666	1	0
96569	745929	1	0
325	4692	1	0
41049	468237	1	0
27	496837	1	0
25351	883414	1	0
30140	417591	1	0
181026	655554	1	0
125990	283244	1	0
9806	403950	1	0
268549	622343	1	0
732973	798530	1	0
51284	140025	1	0
270142	819473	1	0
3853	342950	1	0
325	555479	1	0
41463	840408	1	0
66698	566495	1	0
10615	898608	1	0
552348	608273	1	0
217431	726649	1	0
155245	976611	1	0
447397	844947	1	0
480862	669600	1	0
137336	675166	1	0
240003	341298	1	0
5455	67317	1	0
217	293091	1	0
627656	699360	1	0
463867	950872	1	0
90752	451245	1	0
407796	431892	1	0
223059	363159	1	0
87	251849	1	0
23492	804492	1	0
215360	757762	1	0
187956	338482	1	0
198587	490601	1	0
17375	473100	1	0
240865	539604	1	0
341926	923798	1	0
63347	417397	1	0
259052	621098	1	0
69898	294866	1	0
527749	819791	1	0
97298	171532	1	0
4824	165855	1	0
11	167899	1	0
538221	552962	1	0
37778	38481	1	0
22457	166610	1	0
76360	248039	1	0
355795	452130	1	0
116848	333271	1	0
256403	591203	1	0
69635	248960	1	0
57715	227152	1	0
41702	709348	1	0
56159	446660	1	0
11823	32741	1	0
539182	965875	1	0
173173	701097	1	0
2432	47048	1	0
241625	294309	1	0
320086	574930	1	0
147099	737084	1	0
68152	278817	1	0
27874	124415	1	0
182457	283937	1	0
280758	903193	1	0
603159	731669	1	0
6966	61382	1	0
443240	713649	1	0
35883	57363	1	0
15565	441366	1	0
18765	25198	1	0
93781	365826	1	0
45046	50974	1	0
573393	722174	1	0
28830	486831	1	0
787	968925	1	0
16972	156072	1	0
208741	331874	1	0
129	68486	1	0
31309	52954	1	0
202264	906903	1	0
176467	363756	1	0
422320	775391	1	0
6747	159873	1	0
3355	62233	1	0
138323	908888	1	0
63118	801072	1	0
149716	539202	1	0
152016	371913	1	0
72714	497810	1	0
527079	603022	1	0
200089	582140	1	0
403044	992170	1	0
247663	546854	1	0
41582	454511	1	0
5559	89885	1	0
43482	366547	1	0
105894	115071	1	0
314127	593321	1	0
570766	773669	1	0
27251	61271	1	0
265556	392989	1	0
387318	892216	1	0
765047	874643	1	0
1211	540085	1	0
113447	904003	1	0
79967	749472	1	0
27308	120959	1	0
51659	292205	1	0
45416	659431	1	0
119876	645739	1	0
4045	501400	1	0
6868	373722	1	0
6481	600704	1	0
157615	916131	1	0
19475	101205	1	0
135689	258425	1	0
145292	260339	1	0
177562	356650	1	0
100190	916043	1	0
122030	186303	1	0
100948	348804	1	0
5898	608966	1	0
235192	401673	1	0
29215	328718	1	0
6422	572034	1	0
24894	41746	1	0
7183	183406	1	0
38590	729938	1	0
2479	890350	1	0
33751	231480	1	0
343413	705622	1	0
129715	885334	1	0
143042	887779	1	0
222237	231570	1	0
28682	226561	1	0
300619	359586	1	0
541548	578740	1	0
401349	986441	1	0
68976	365995	1	0
51604	98013	1	0
611419	644541	1	0
86701	795220	1	0
22846	966718	1	0
134793	547412	1	0
328397	353663	1	0
446224	638149	1	0
2684	6035	1	0
266683	714977	1	0
398154	440792	1	0
273	139636	1	0
122462	455375	1	0
93390	923736	1	0
999	948090	1	0
14154	23883	1	0
72059	247643	1	0
93203	826388	1	0
202412	259719	1	0
208454	678879	1	0
12379	681099	1	0
620895	683070	1	0
57	161462	1	0
7427	15726	1	0
103625	524906	1	0
341570	700353	1	0
259770	347374	1	0
54944	292839	1	0
8060	231506	1	0
597163	709947	1	0
6206	23050	1	0
849425	870144	1	0
217471	760028	1	0
794288	842310	1	0
16574	296331	1	0
29	490669	1	0
730443	731219	1	0
169696	308693	1	0
265533	377354	1	104
5702	201827	1	0
178905	829161	1	0
131051	492719	1	0
20744	874773	1	0
90051	388649	1	0
84976	643094	1	0
118913	790178	1	0
37524	101463	1	0
36200	363323	1	0
229362	338254	1	0
15193	82749	1	0
378872	770559	1	0
1284	300251	1	0
21024	32871	1	0
128364	138390	1	0
526727	837672	1	0
421867	537912	1	0
142094	363999	1	0
7911	30122	1	0
239250	373683	1	0
46324	499352	1	0
28986	37203	1	0
64113	93649	1	0
87331	458400	1	0
588717	898836	1	0
71	592042	1	0
133877	451274	1	0
84600	924878	1	0
132185	863276	1	0
232068	529598	1	0
41689	275271	1	0
332	839733	1	0
750597	997715	1	0
94502	297327	1	0
85070	456673	1	0
79681	884755	1	0
148841	394483	1	0
330387	523987	1	0
7097	7144	1	0
364834	952816	1	0
71039	880121	1	0
223646	316509	1	0
55161	321441	1	0
323147	877696	1	0
59613	393858	1	0
129838	969072	1	0
248603	309936	1	0
15387	119093	1	0
193106	825482	1	0
27048	154157	1	0
3725	465362	1	0
22384	722196	1	0
90023	216802	1	0
705990	860555	1	0
890	374955	1	0
15656	237177	1	0
15010	811819	1	0
136620	436835	1	0
284414	597045	1	0
194319	383571	1	0
12317	115820	1	0
168553	245560	1	0
102732	214406	1	0
40268	572341	1	0
8751	779609	1	0
46105	921457	1	0
213888	245713	1	0
153924	191449	1	0
1017	498220	1	0
85535	228172	1	0
353357	817461	1	0
151812	182618	1	0
186517	619871	1	0
12047	496323	1	0
283878	953685	1	0
489644	511105	1	0
13212	993792	1	0
104744	458254	1	0
215808	289634	1	0
453610	480453	1	0
37193	47004	1	171
14662	674656	1	0
25425	807693	1	0
17604	19471	1	0
13724	62125	1	0
166312	799143	1	0
40846	628200	1	0
214409	374140	1	0
36898	130983	1	0
407393	885990	1	0
20126	482547	1	0
362	171825	1	0
165178	616815	1	0
240942	961761	1	0
550772	605234	1	0
154	91777	1	0
121514	691165	1	0
5902	57682	1	0
715358	947386	1	0
242269	913351	1	0
85606	293498	1	0
7538	85979	1	0
16687	48374	1	0
99162	974649	1	0
9092	234322	1	0
642851	766730	1	0
737	6426	1	0
138012	331528	1	0
408234	589782	1	0
188368	835768	1	0
44074	147609	1	0
196211	728367	1	0
71371	779710	1	0
130568	203111	1	0
74064	292661	1	0
251626	483873	1	0
140286	416541	1	0
359751	481204	1	0
102	425094	1	0
131490	136876	1	0
225523	949961	1	0
87492	615514	1	0
473239	905236	1	0
394035	793869	1	0
2978	115544	1	0
64714	658432	1	0
33724	641722	1	0
2693	151037	1	0
274628	572658	1	0
